Year,Municipality,Sex,Age,population
2024,KOSOVA,Total,0,20592
2024,KOSOVA,Total,1,21569
2024,KOSOVA,Total,2,22512
2024,KOSOVA,Total,3,21354
2024,KOSOVA,Total,4,22227
2024,KOSOVA,Total,5,23001
2024,KOSOVA,Total,6,23216
2024,KOSOVA,Total,7,23498
2024,KOSOVA,Total,8,23706
2024,KOSOVA,Total,9,24408
2024,KOSOVA,Total,10,24759
2024,KOSOVA,Total,11,24735
2024,KOSOVA,Total,12,25158
2024,KOSOVA,Total,13,24651
2024,KOSOVA,Total,14,24510
2024,KOSOVA,Total,15,24708
2024,KOSOVA,Total,16,24760
2024,KOSOVA,Total,17,24078
2024,KOSOVA,Total,18,24613
2024,KOSOVA,Total,19,25346
2024,KOSOVA,Total,20,25254
2024,KOSOVA,Total,21,26531
2024,KOSOVA,Total,22,27539
2024,KOSOVA,Total,23,31851
2024,KOSOVA,Total,24,23989
2024,KOSOVA,Total,25,23079
2024,KOSOVA,Total,26,23081
2024,KOSOVA,Total,27,23196
2024,KOSOVA,Total,28,22715
2024,KOSOVA,Total,29,22239
2024,KOSOVA,Total,30,22333
2024,KOSOVA,Total,31,22393
2024,KOSOVA,Total,32,22238
2024,KOSOVA,Total,33,21667
2024,KOSOVA,Total,34,21680
2024,KOSOVA,Total,35,21322
2024,KOSOVA,Total,36,21457
2024,KOSOVA,Total,37,21256
2024,KOSOVA,Total,38,20914
2024,KOSOVA,Total,39,20160
2024,KOSOVA,Total,40,21044
2024,KOSOVA,Total,41,20896
2024,KOSOVA,Total,42,20928
2024,KOSOVA,Total,43,20797
2024,KOSOVA,Total,44,20798
2024,KOSOVA,Total,45,20714
2024,KOSOVA,Total,46,21029
2024,KOSOVA,Total,47,21205
2024,KOSOVA,Total,48,22107
2024,KOSOVA,Total,49,21587
2024,KOSOVA,Total,50,20579
2024,KOSOVA,Total,51,20608
2024,KOSOVA,Total,52,20378
2024,KOSOVA,Total,53,19360
2024,KOSOVA,Total,54,20406
2024,KOSOVA,Total,55,19034
2024,KOSOVA,Total,56,18960
2024,KOSOVA,Total,57,18090
2024,KOSOVA,Total,58,18077
2024,KOSOVA,Total,59,17974
2024,KOSOVA,Total,60,17616
2024,KOSOVA,Total,61,16319
2024,KOSOVA,Total,62,16295
2024,KOSOVA,Total,63,16462
2024,KOSOVA,Total,64,15042
2024,KOSOVA,Total,65,15485
2024,KOSOVA,Total,66,13115
2024,KOSOVA,Total,67,13531
2024,KOSOVA,Total,68,12618
2024,KOSOVA,Total,69,12977
2024,KOSOVA,Total,70,11376
2024,KOSOVA,Total,71,11062
2024,KOSOVA,Total,72,8983
2024,KOSOVA,Total,73,9526
2024,KOSOVA,Total,74,8733
2024,KOSOVA,Total,75,7543
2024,KOSOVA,Total,76,7226
2024,KOSOVA,Total,77,6518
2024,KOSOVA,Total,78,5418
2024,KOSOVA,Total,79,5388
2024,KOSOVA,Total,80,4779
2024,KOSOVA,Total,81,4429
2024,KOSOVA,Total,82,3361
2024,KOSOVA,Total,83,3356
2024,KOSOVA,Total,84,2783
2024,KOSOVA,Total,85+,9708
2024,KOSOVA,Total,Total,1602515
2024,Deçan,Total,0,318
2024,Deçan,Total,1,314
2024,Deçan,Total,2,350
2024,Deçan,Total,3,343
2024,Deçan,Total,4,339
2024,Deçan,Total,5,362
2024,Deçan,Total,6,366
2024,Deçan,Total,7,393
2024,Deçan,Total,8,394
2024,Deçan,Total,9,381
2024,Deçan,Total,10,419
2024,Deçan,Total,11,394
2024,Deçan,Total,12,443
2024,Deçan,Total,13,408
2024,Deçan,Total,14,413
2024,Deçan,Total,15,420
2024,Deçan,Total,16,406
2024,Deçan,Total,17,400
2024,Deçan,Total,18,454
2024,Deçan,Total,19,414
2024,Deçan,Total,20,430
2024,Deçan,Total,21,435
2024,Deçan,Total,22,404
2024,Deçan,Total,23,504
2024,Deçan,Total,24,404
2024,Deçan,Total,25,390
2024,Deçan,Total,26,392
2024,Deçan,Total,27,390
2024,Deçan,Total,28,371
2024,Deçan,Total,29,372
2024,Deçan,Total,30,361
2024,Deçan,Total,31,375
2024,Deçan,Total,32,361
2024,Deçan,Total,33,362
2024,Deçan,Total,34,338
2024,Deçan,Total,35,378
2024,Deçan,Total,36,314
2024,Deçan,Total,37,326
2024,Deçan,Total,38,318
2024,Deçan,Total,39,289
2024,Deçan,Total,40,357
2024,Deçan,Total,41,319
2024,Deçan,Total,42,368
2024,Deçan,Total,43,307
2024,Deçan,Total,44,349
2024,Deçan,Total,45,373
2024,Deçan,Total,46,365
2024,Deçan,Total,47,375
2024,Deçan,Total,48,361
2024,Deçan,Total,49,388
2024,Deçan,Total,50,377
2024,Deçan,Total,51,383
2024,Deçan,Total,52,363
2024,Deçan,Total,53,386
2024,Deçan,Total,54,384
2024,Deçan,Total,55,353
2024,Deçan,Total,56,381
2024,Deçan,Total,57,384
2024,Deçan,Total,58,343
2024,Deçan,Total,59,359
2024,Deçan,Total,60,373
2024,Deçan,Total,61,290
2024,Deçan,Total,62,330
2024,Deçan,Total,63,267
2024,Deçan,Total,64,305
2024,Deçan,Total,65,252
2024,Deçan,Total,66,248
2024,Deçan,Total,67,271
2024,Deçan,Total,68,219
2024,Deçan,Total,69,296
2024,Deçan,Total,70,193
2024,Deçan,Total,71,233
2024,Deçan,Total,72,219
2024,Deçan,Total,73,167
2024,Deçan,Total,74,184
2024,Deçan,Total,75,160
2024,Deçan,Total,76,124
2024,Deçan,Total,77,128
2024,Deçan,Total,78,88
2024,Deçan,Total,79,113
2024,Deçan,Total,80,111
2024,Deçan,Total,81,109
2024,Deçan,Total,82,86
2024,Deçan,Total,83,76
2024,Deçan,Total,84,82
2024,Deçan,Total,85+,331
2024,Deçan,Total,Total,27775
2024,Gjakovë,Total,0,979
2024,Gjakovë,Total,1,970
2024,Gjakovë,Total,2,1004
2024,Gjakovë,Total,3,910
2024,Gjakovë,Total,4,986
2024,Gjakovë,Total,5,1021
2024,Gjakovë,Total,6,1075
2024,Gjakovë,Total,7,1049
2024,Gjakovë,Total,8,1069
2024,Gjakovë,Total,9,1044
2024,Gjakovë,Total,10,1114
2024,Gjakovë,Total,11,1105
2024,Gjakovë,Total,12,1112
2024,Gjakovë,Total,13,1185
2024,Gjakovë,Total,14,1106
2024,Gjakovë,Total,15,1156
2024,Gjakovë,Total,16,1224
2024,Gjakovë,Total,17,1166
2024,Gjakovë,Total,18,1190
2024,Gjakovë,Total,19,1249
2024,Gjakovë,Total,20,1230
2024,Gjakovë,Total,21,1348
2024,Gjakovë,Total,22,1379
2024,Gjakovë,Total,23,1488
2024,Gjakovë,Total,24,1190
2024,Gjakovë,Total,25,1181
2024,Gjakovë,Total,26,1117
2024,Gjakovë,Total,27,1172
2024,Gjakovë,Total,28,1079
2024,Gjakovë,Total,29,1123
2024,Gjakovë,Total,30,1082
2024,Gjakovë,Total,31,1059
2024,Gjakovë,Total,32,1036
2024,Gjakovë,Total,33,1012
2024,Gjakovë,Total,34,1030
2024,Gjakovë,Total,35,939
2024,Gjakovë,Total,36,956
2024,Gjakovë,Total,37,944
2024,Gjakovë,Total,38,900
2024,Gjakovë,Total,39,932
2024,Gjakovë,Total,40,904
2024,Gjakovë,Total,41,960
2024,Gjakovë,Total,42,946
2024,Gjakovë,Total,43,959
2024,Gjakovë,Total,44,945
2024,Gjakovë,Total,45,982
2024,Gjakovë,Total,46,976
2024,Gjakovë,Total,47,1071
2024,Gjakovë,Total,48,1138
2024,Gjakovë,Total,49,993
2024,Gjakovë,Total,50,1077
2024,Gjakovë,Total,51,1081
2024,Gjakovë,Total,52,1058
2024,Gjakovë,Total,53,1033
2024,Gjakovë,Total,54,1047
2024,Gjakovë,Total,55,1017
2024,Gjakovë,Total,56,1025
2024,Gjakovë,Total,57,1064
2024,Gjakovë,Total,58,959
2024,Gjakovë,Total,59,965
2024,Gjakovë,Total,60,1047
2024,Gjakovë,Total,61,864
2024,Gjakovë,Total,62,910
2024,Gjakovë,Total,63,804
2024,Gjakovë,Total,64,874
2024,Gjakovë,Total,65,832
2024,Gjakovë,Total,66,799
2024,Gjakovë,Total,67,822
2024,Gjakovë,Total,68,673
2024,Gjakovë,Total,69,661
2024,Gjakovë,Total,70,658
2024,Gjakovë,Total,71,614
2024,Gjakovë,Total,72,542
2024,Gjakovë,Total,73,541
2024,Gjakovë,Total,74,463
2024,Gjakovë,Total,75,451
2024,Gjakovë,Total,76,345
2024,Gjakovë,Total,77,362
2024,Gjakovë,Total,78,298
2024,Gjakovë,Total,79,316
2024,Gjakovë,Total,80,285
2024,Gjakovë,Total,81,255
2024,Gjakovë,Total,82,180
2024,Gjakovë,Total,83,188
2024,Gjakovë,Total,84,183
2024,Gjakovë,Total,85+,621
2024,Gjakovë,Total,Total,78699
2024,Gllogovc,Total,0,631
2024,Gllogovc,Total,1,733
2024,Gllogovc,Total,2,791
2024,Gllogovc,Total,3,675
2024,Gllogovc,Total,4,750
2024,Gllogovc,Total,5,752
2024,Gllogovc,Total,6,795
2024,Gllogovc,Total,7,787
2024,Gllogovc,Total,8,797
2024,Gllogovc,Total,9,869
2024,Gllogovc,Total,10,814
2024,Gllogovc,Total,11,846
2024,Gllogovc,Total,12,913
2024,Gllogovc,Total,13,807
2024,Gllogovc,Total,14,843
2024,Gllogovc,Total,15,860
2024,Gllogovc,Total,16,822
2024,Gllogovc,Total,17,760
2024,Gllogovc,Total,18,739
2024,Gllogovc,Total,19,778
2024,Gllogovc,Total,20,770
2024,Gllogovc,Total,21,794
2024,Gllogovc,Total,22,874
2024,Gllogovc,Total,23,1004
2024,Gllogovc,Total,24,654
2024,Gllogovc,Total,25,663
2024,Gllogovc,Total,26,659
2024,Gllogovc,Total,27,732
2024,Gllogovc,Total,28,677
2024,Gllogovc,Total,29,632
2024,Gllogovc,Total,30,611
2024,Gllogovc,Total,31,690
2024,Gllogovc,Total,32,665
2024,Gllogovc,Total,33,637
2024,Gllogovc,Total,34,672
2024,Gllogovc,Total,35,704
2024,Gllogovc,Total,36,676
2024,Gllogovc,Total,37,682
2024,Gllogovc,Total,38,629
2024,Gllogovc,Total,39,659
2024,Gllogovc,Total,40,606
2024,Gllogovc,Total,41,614
2024,Gllogovc,Total,42,644
2024,Gllogovc,Total,43,643
2024,Gllogovc,Total,44,650
2024,Gllogovc,Total,45,623
2024,Gllogovc,Total,46,613
2024,Gllogovc,Total,47,604
2024,Gllogovc,Total,48,658
2024,Gllogovc,Total,49,613
2024,Gllogovc,Total,50,557
2024,Gllogovc,Total,51,588
2024,Gllogovc,Total,52,560
2024,Gllogovc,Total,53,505
2024,Gllogovc,Total,54,561
2024,Gllogovc,Total,55,531
2024,Gllogovc,Total,56,497
2024,Gllogovc,Total,57,455
2024,Gllogovc,Total,58,495
2024,Gllogovc,Total,59,509
2024,Gllogovc,Total,60,413
2024,Gllogovc,Total,61,463
2024,Gllogovc,Total,62,431
2024,Gllogovc,Total,63,458
2024,Gllogovc,Total,64,376
2024,Gllogovc,Total,65,428
2024,Gllogovc,Total,66,305
2024,Gllogovc,Total,67,365
2024,Gllogovc,Total,68,330
2024,Gllogovc,Total,69,331
2024,Gllogovc,Total,70,280
2024,Gllogovc,Total,71,257
2024,Gllogovc,Total,72,229
2024,Gllogovc,Total,73,263
2024,Gllogovc,Total,74,235
2024,Gllogovc,Total,75,177
2024,Gllogovc,Total,76,185
2024,Gllogovc,Total,77,178
2024,Gllogovc,Total,78,139
2024,Gllogovc,Total,79,146
2024,Gllogovc,Total,80,117
2024,Gllogovc,Total,81,106
2024,Gllogovc,Total,82,83
2024,Gllogovc,Total,83,80
2024,Gllogovc,Total,84,57
2024,Gllogovc,Total,85+,275
2024,Gllogovc,Total,Total,48079
2024,Gjilan,Total,0,1039
2024,Gjilan,Total,1,1107
2024,Gjilan,Total,2,1087
2024,Gjilan,Total,3,993
2024,Gjilan,Total,4,1093
2024,Gjilan,Total,5,1112
2024,Gjilan,Total,6,1062
2024,Gjilan,Total,7,1098
2024,Gjilan,Total,8,1108
2024,Gjilan,Total,9,1149
2024,Gjilan,Total,10,1124
2024,Gjilan,Total,11,1123
2024,Gjilan,Total,12,1162
2024,Gjilan,Total,13,1081
2024,Gjilan,Total,14,1125
2024,Gjilan,Total,15,1107
2024,Gjilan,Total,16,1145
2024,Gjilan,Total,17,1168
2024,Gjilan,Total,18,1215
2024,Gjilan,Total,19,1296
2024,Gjilan,Total,20,1290
2024,Gjilan,Total,21,1365
2024,Gjilan,Total,22,1535
2024,Gjilan,Total,23,1747
2024,Gjilan,Total,24,1299
2024,Gjilan,Total,25,1266
2024,Gjilan,Total,26,1185
2024,Gjilan,Total,27,1297
2024,Gjilan,Total,28,1293
2024,Gjilan,Total,29,1304
2024,Gjilan,Total,30,1259
2024,Gjilan,Total,31,1290
2024,Gjilan,Total,32,1213
2024,Gjilan,Total,33,1186
2024,Gjilan,Total,34,1186
2024,Gjilan,Total,35,1109
2024,Gjilan,Total,36,1064
2024,Gjilan,Total,37,993
2024,Gjilan,Total,38,1073
2024,Gjilan,Total,39,954
2024,Gjilan,Total,40,975
2024,Gjilan,Total,41,987
2024,Gjilan,Total,42,1017
2024,Gjilan,Total,43,930
2024,Gjilan,Total,44,975
2024,Gjilan,Total,45,983
2024,Gjilan,Total,46,1013
2024,Gjilan,Total,47,1097
2024,Gjilan,Total,48,1113
2024,Gjilan,Total,49,1177
2024,Gjilan,Total,50,1081
2024,Gjilan,Total,51,1150
2024,Gjilan,Total,52,1160
2024,Gjilan,Total,53,1142
2024,Gjilan,Total,54,1334
2024,Gjilan,Total,55,1183
2024,Gjilan,Total,56,1167
2024,Gjilan,Total,57,1047
2024,Gjilan,Total,58,1108
2024,Gjilan,Total,59,1065
2024,Gjilan,Total,60,1077
2024,Gjilan,Total,61,883
2024,Gjilan,Total,62,953
2024,Gjilan,Total,63,994
2024,Gjilan,Total,64,787
2024,Gjilan,Total,65,838
2024,Gjilan,Total,66,692
2024,Gjilan,Total,67,716
2024,Gjilan,Total,68,643
2024,Gjilan,Total,69,672
2024,Gjilan,Total,70,590
2024,Gjilan,Total,71,586
2024,Gjilan,Total,72,415
2024,Gjilan,Total,73,465
2024,Gjilan,Total,74,447
2024,Gjilan,Total,75,399
2024,Gjilan,Total,76,361
2024,Gjilan,Total,77,328
2024,Gjilan,Total,78,309
2024,Gjilan,Total,79,310
2024,Gjilan,Total,80,277
2024,Gjilan,Total,81,206
2024,Gjilan,Total,82,204
2024,Gjilan,Total,83,192
2024,Gjilan,Total,84,150
2024,Gjilan,Total,85+,480
2024,Gjilan,Total,Total,82980
2024,Dragash,Total,0,294
2024,Dragash,Total,1,336
2024,Dragash,Total,2,320
2024,Dragash,Total,3,333
2024,Dragash,Total,4,338
2024,Dragash,Total,5,332
2024,Dragash,Total,6,338
2024,Dragash,Total,7,365
2024,Dragash,Total,8,323
2024,Dragash,Total,9,358
2024,Dragash,Total,10,400
2024,Dragash,Total,11,430
2024,Dragash,Total,12,373
2024,Dragash,Total,13,413
2024,Dragash,Total,14,384
2024,Dragash,Total,15,373
2024,Dragash,Total,16,404
2024,Dragash,Total,17,383
2024,Dragash,Total,18,416
2024,Dragash,Total,19,413
2024,Dragash,Total,20,409
2024,Dragash,Total,21,401
2024,Dragash,Total,22,437
2024,Dragash,Total,23,479
2024,Dragash,Total,24,376
2024,Dragash,Total,25,346
2024,Dragash,Total,26,367
2024,Dragash,Total,27,364
2024,Dragash,Total,28,382
2024,Dragash,Total,29,359
2024,Dragash,Total,30,372
2024,Dragash,Total,31,353
2024,Dragash,Total,32,368
2024,Dragash,Total,33,371
2024,Dragash,Total,34,358
2024,Dragash,Total,35,401
2024,Dragash,Total,36,361
2024,Dragash,Total,37,395
2024,Dragash,Total,38,367
2024,Dragash,Total,39,388
2024,Dragash,Total,40,382
2024,Dragash,Total,41,336
2024,Dragash,Total,42,379
2024,Dragash,Total,43,388
2024,Dragash,Total,44,370
2024,Dragash,Total,45,342
2024,Dragash,Total,46,403
2024,Dragash,Total,47,407
2024,Dragash,Total,48,418
2024,Dragash,Total,49,412
2024,Dragash,Total,50,426
2024,Dragash,Total,51,442
2024,Dragash,Total,52,416
2024,Dragash,Total,53,414
2024,Dragash,Total,54,375
2024,Dragash,Total,55,389
2024,Dragash,Total,56,391
2024,Dragash,Total,57,397
2024,Dragash,Total,58,414
2024,Dragash,Total,59,368
2024,Dragash,Total,60,407
2024,Dragash,Total,61,374
2024,Dragash,Total,62,401
2024,Dragash,Total,63,365
2024,Dragash,Total,64,337
2024,Dragash,Total,65,357
2024,Dragash,Total,66,318
2024,Dragash,Total,67,364
2024,Dragash,Total,68,308
2024,Dragash,Total,69,321
2024,Dragash,Total,70,275
2024,Dragash,Total,71,273
2024,Dragash,Total,72,234
2024,Dragash,Total,73,205
2024,Dragash,Total,74,167
2024,Dragash,Total,75,169
2024,Dragash,Total,76,163
2024,Dragash,Total,77,130
2024,Dragash,Total,78,99
2024,Dragash,Total,79,97
2024,Dragash,Total,80,96
2024,Dragash,Total,81,112
2024,Dragash,Total,82,88
2024,Dragash,Total,83,84
2024,Dragash,Total,84,68
2024,Dragash,Total,85+,235
2024,Dragash,Total,Total,28896
2024,Istog,Total,0,352
2024,Istog,Total,1,371
2024,Istog,Total,2,415
2024,Istog,Total,3,374
2024,Istog,Total,4,402
2024,Istog,Total,5,382
2024,Istog,Total,6,432
2024,Istog,Total,7,440
2024,Istog,Total,8,457
2024,Istog,Total,9,451
2024,Istog,Total,10,460
2024,Istog,Total,11,536
2024,Istog,Total,12,487
2024,Istog,Total,13,531
2024,Istog,Total,14,533
2024,Istog,Total,15,505
2024,Istog,Total,16,531
2024,Istog,Total,17,526
2024,Istog,Total,18,511
2024,Istog,Total,19,546
2024,Istog,Total,20,533
2024,Istog,Total,21,572
2024,Istog,Total,22,568
2024,Istog,Total,23,684
2024,Istog,Total,24,511
2024,Istog,Total,25,490
2024,Istog,Total,26,497
2024,Istog,Total,27,491
2024,Istog,Total,28,478
2024,Istog,Total,29,447
2024,Istog,Total,30,414
2024,Istog,Total,31,413
2024,Istog,Total,32,405
2024,Istog,Total,33,384
2024,Istog,Total,34,398
2024,Istog,Total,35,355
2024,Istog,Total,36,379
2024,Istog,Total,37,373
2024,Istog,Total,38,370
2024,Istog,Total,39,379
2024,Istog,Total,40,383
2024,Istog,Total,41,390
2024,Istog,Total,42,420
2024,Istog,Total,43,425
2024,Istog,Total,44,412
2024,Istog,Total,45,452
2024,Istog,Total,46,417
2024,Istog,Total,47,474
2024,Istog,Total,48,484
2024,Istog,Total,49,507
2024,Istog,Total,50,459
2024,Istog,Total,51,471
2024,Istog,Total,52,442
2024,Istog,Total,53,444
2024,Istog,Total,54,439
2024,Istog,Total,55,390
2024,Istog,Total,56,424
2024,Istog,Total,57,430
2024,Istog,Total,58,416
2024,Istog,Total,59,326
2024,Istog,Total,60,415
2024,Istog,Total,61,364
2024,Istog,Total,62,388
2024,Istog,Total,63,382
2024,Istog,Total,64,314
2024,Istog,Total,65,357
2024,Istog,Total,66,310
2024,Istog,Total,67,295
2024,Istog,Total,68,291
2024,Istog,Total,69,295
2024,Istog,Total,70,248
2024,Istog,Total,71,241
2024,Istog,Total,72,237
2024,Istog,Total,73,218
2024,Istog,Total,74,209
2024,Istog,Total,75,197
2024,Istog,Total,76,181
2024,Istog,Total,77,155
2024,Istog,Total,78,110
2024,Istog,Total,79,131
2024,Istog,Total,80,101
2024,Istog,Total,81,90
2024,Istog,Total,82,75
2024,Istog,Total,83,70
2024,Istog,Total,84,74
2024,Istog,Total,85+,272
2024,Istog,Total,Total,33008
2024,Kaçanik,Total,0,368
2024,Kaçanik,Total,1,396
2024,Kaçanik,Total,2,401
2024,Kaçanik,Total,3,387
2024,Kaçanik,Total,4,385
2024,Kaçanik,Total,5,428
2024,Kaçanik,Total,6,397
2024,Kaçanik,Total,7,480
2024,Kaçanik,Total,8,434
2024,Kaçanik,Total,9,462
2024,Kaçanik,Total,10,455
2024,Kaçanik,Total,11,464
2024,Kaçanik,Total,12,482
2024,Kaçanik,Total,13,466
2024,Kaçanik,Total,14,442
2024,Kaçanik,Total,15,464
2024,Kaçanik,Total,16,434
2024,Kaçanik,Total,17,456
2024,Kaçanik,Total,18,433
2024,Kaçanik,Total,19,464
2024,Kaçanik,Total,20,470
2024,Kaçanik,Total,21,476
2024,Kaçanik,Total,22,511
2024,Kaçanik,Total,23,585
2024,Kaçanik,Total,24,407
2024,Kaçanik,Total,25,353
2024,Kaçanik,Total,26,398
2024,Kaçanik,Total,27,384
2024,Kaçanik,Total,28,410
2024,Kaçanik,Total,29,403
2024,Kaçanik,Total,30,370
2024,Kaçanik,Total,31,374
2024,Kaçanik,Total,32,407
2024,Kaçanik,Total,33,362
2024,Kaçanik,Total,34,368
2024,Kaçanik,Total,35,344
2024,Kaçanik,Total,36,351
2024,Kaçanik,Total,37,377
2024,Kaçanik,Total,38,373
2024,Kaçanik,Total,39,323
2024,Kaçanik,Total,40,334
2024,Kaçanik,Total,41,352
2024,Kaçanik,Total,42,344
2024,Kaçanik,Total,43,364
2024,Kaçanik,Total,44,328
2024,Kaçanik,Total,45,363
2024,Kaçanik,Total,46,343
2024,Kaçanik,Total,47,362
2024,Kaçanik,Total,48,383
2024,Kaçanik,Total,49,357
2024,Kaçanik,Total,50,357
2024,Kaçanik,Total,51,357
2024,Kaçanik,Total,52,366
2024,Kaçanik,Total,53,329
2024,Kaçanik,Total,54,370
2024,Kaçanik,Total,55,311
2024,Kaçanik,Total,56,346
2024,Kaçanik,Total,57,330
2024,Kaçanik,Total,58,313
2024,Kaçanik,Total,59,337
2024,Kaçanik,Total,60,289
2024,Kaçanik,Total,61,298
2024,Kaçanik,Total,62,270
2024,Kaçanik,Total,63,270
2024,Kaçanik,Total,64,243
2024,Kaçanik,Total,65,258
2024,Kaçanik,Total,66,206
2024,Kaçanik,Total,67,225
2024,Kaçanik,Total,68,179
2024,Kaçanik,Total,69,189
2024,Kaçanik,Total,70,173
2024,Kaçanik,Total,71,161
2024,Kaçanik,Total,72,130
2024,Kaçanik,Total,73,137
2024,Kaçanik,Total,74,119
2024,Kaçanik,Total,75,115
2024,Kaçanik,Total,76,101
2024,Kaçanik,Total,77,111
2024,Kaçanik,Total,78,76
2024,Kaçanik,Total,79,95
2024,Kaçanik,Total,80,87
2024,Kaçanik,Total,81,63
2024,Kaçanik,Total,82,52
2024,Kaçanik,Total,83,44
2024,Kaçanik,Total,84,35
2024,Kaçanik,Total,85+,100
2024,Kaçanik,Total,Total,27716
2024,Klinë,Total,0,360
2024,Klinë,Total,1,396
2024,Klinë,Total,2,405
2024,Klinë,Total,3,392
2024,Klinë,Total,4,407
2024,Klinë,Total,5,410
2024,Klinë,Total,6,458
2024,Klinë,Total,7,441
2024,Klinë,Total,8,450
2024,Klinë,Total,9,517
2024,Klinë,Total,10,516
2024,Klinë,Total,11,473
2024,Klinë,Total,12,535
2024,Klinë,Total,13,546
2024,Klinë,Total,14,489
2024,Klinë,Total,15,543
2024,Klinë,Total,16,554
2024,Klinë,Total,17,507
2024,Klinë,Total,18,488
2024,Klinë,Total,19,488
2024,Klinë,Total,20,466
2024,Klinë,Total,21,521
2024,Klinë,Total,22,517
2024,Klinë,Total,23,628
2024,Klinë,Total,24,441
2024,Klinë,Total,25,374
2024,Klinë,Total,26,438
2024,Klinë,Total,27,447
2024,Klinë,Total,28,384
2024,Klinë,Total,29,404
2024,Klinë,Total,30,363
2024,Klinë,Total,31,394
2024,Klinë,Total,32,387
2024,Klinë,Total,33,395
2024,Klinë,Total,34,350
2024,Klinë,Total,35,355
2024,Klinë,Total,36,369
2024,Klinë,Total,37,342
2024,Klinë,Total,38,351
2024,Klinë,Total,39,330
2024,Klinë,Total,40,413
2024,Klinë,Total,41,379
2024,Klinë,Total,42,342
2024,Klinë,Total,43,407
2024,Klinë,Total,44,363
2024,Klinë,Total,45,390
2024,Klinë,Total,46,404
2024,Klinë,Total,47,422
2024,Klinë,Total,48,378
2024,Klinë,Total,49,422
2024,Klinë,Total,50,428
2024,Klinë,Total,51,391
2024,Klinë,Total,52,432
2024,Klinë,Total,53,370
2024,Klinë,Total,54,383
2024,Klinë,Total,55,345
2024,Klinë,Total,56,359
2024,Klinë,Total,57,323
2024,Klinë,Total,58,347
2024,Klinë,Total,59,327
2024,Klinë,Total,60,371
2024,Klinë,Total,61,293
2024,Klinë,Total,62,318
2024,Klinë,Total,63,332
2024,Klinë,Total,64,301
2024,Klinë,Total,65,295
2024,Klinë,Total,66,265
2024,Klinë,Total,67,247
2024,Klinë,Total,68,277
2024,Klinë,Total,69,250
2024,Klinë,Total,70,208
2024,Klinë,Total,71,207
2024,Klinë,Total,72,187
2024,Klinë,Total,73,194
2024,Klinë,Total,74,176
2024,Klinë,Total,75,139
2024,Klinë,Total,76,143
2024,Klinë,Total,77,137
2024,Klinë,Total,78,123
2024,Klinë,Total,79,120
2024,Klinë,Total,80,116
2024,Klinë,Total,81,99
2024,Klinë,Total,82,76
2024,Klinë,Total,83,68
2024,Klinë,Total,84,58
2024,Klinë,Total,85+,247
2024,Klinë,Total,Total,30503
2024,Fushë Kosovë,Total,0,1117
2024,Fushë Kosovë,Total,1,1182
2024,Fushë Kosovë,Total,2,1191
2024,Fushë Kosovë,Total,3,1113
2024,Fushë Kosovë,Total,4,1138
2024,Fushë Kosovë,Total,5,1185
2024,Fushë Kosovë,Total,6,1150
2024,Fushë Kosovë,Total,7,1159
2024,Fushë Kosovë,Total,8,1094
2024,Fushë Kosovë,Total,9,1101
2024,Fushë Kosovë,Total,10,1048
2024,Fushë Kosovë,Total,11,1064
2024,Fushë Kosovë,Total,12,1065
2024,Fushë Kosovë,Total,13,972
2024,Fushë Kosovë,Total,14,931
2024,Fushë Kosovë,Total,15,940
2024,Fushë Kosovë,Total,16,836
2024,Fushë Kosovë,Total,17,903
2024,Fushë Kosovë,Total,18,891
2024,Fushë Kosovë,Total,19,968
2024,Fushë Kosovë,Total,20,963
2024,Fushë Kosovë,Total,21,967
2024,Fushë Kosovë,Total,22,999
2024,Fushë Kosovë,Total,23,1170
2024,Fushë Kosovë,Total,24,1030
2024,Fushë Kosovë,Total,25,888
2024,Fushë Kosovë,Total,26,964
2024,Fushë Kosovë,Total,27,964
2024,Fushë Kosovë,Total,28,948
2024,Fushë Kosovë,Total,29,967
2024,Fushë Kosovë,Total,30,1072
2024,Fushë Kosovë,Total,31,1100
2024,Fushë Kosovë,Total,32,1132
2024,Fushë Kosovë,Total,33,1028
2024,Fushë Kosovë,Total,34,1120
2024,Fushë Kosovë,Total,35,1007
2024,Fushë Kosovë,Total,36,1085
2024,Fushë Kosovë,Total,37,1069
2024,Fushë Kosovë,Total,38,979
2024,Fushë Kosovë,Total,39,990
2024,Fushë Kosovë,Total,40,981
2024,Fushë Kosovë,Total,41,1006
2024,Fushë Kosovë,Total,42,924
2024,Fushë Kosovë,Total,43,897
2024,Fushë Kosovë,Total,44,882
2024,Fushë Kosovë,Total,45,823
2024,Fushë Kosovë,Total,46,794
2024,Fushë Kosovë,Total,47,771
2024,Fushë Kosovë,Total,48,840
2024,Fushë Kosovë,Total,49,765
2024,Fushë Kosovë,Total,50,691
2024,Fushë Kosovë,Total,51,711
2024,Fushë Kosovë,Total,52,682
2024,Fushë Kosovë,Total,53,634
2024,Fushë Kosovë,Total,54,651
2024,Fushë Kosovë,Total,55,631
2024,Fushë Kosovë,Total,56,640
2024,Fushë Kosovë,Total,57,580
2024,Fushë Kosovë,Total,58,562
2024,Fushë Kosovë,Total,59,571
2024,Fushë Kosovë,Total,60,551
2024,Fushë Kosovë,Total,61,493
2024,Fushë Kosovë,Total,62,531
2024,Fushë Kosovë,Total,63,477
2024,Fushë Kosovë,Total,64,456
